Start training ...
Rank [0], Epoch [0]: Training on train dataset
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/dataloader.py:627: UserWarning: This DataLoader will create 5 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
  0%|          | 0/16666 [00:00<?, ?it/s]/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/models/sam2act_agent.py:888: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than torch.tensor(sourceTensor).
  trans_aug_range=torch.tensor(self._transform_augmentation_xyz),  # 平移增强范围
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/autograd/graph.py:841: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [36, 256, 1, 1], strides() = [256, 1, 256, 256]
bucket_view.sizes() = [36, 256, 1, 1], strides() = [256, 1, 1, 1] (Triggered internally at /pytorch/torch/csrc/distributed/c10d/reducer.cpp:334.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
 19%|█▉        | 3199/16666 [59:18<4:12:00,  1.12s/it]
total loss: 25.127712745666503 | trans loss: 10.802934856414796
total loss: 4.1820987963676455 | trans loss: 3.8226631331443786
total loss: 4.185134046077728 | trans loss: 3.8361354947090147
total loss: 4.172377979755401 | trans loss: 3.813195424079895
total loss: 4.194508230686187 | trans loss: 3.8418244338035583
total loss: 4.1824156236648555 | trans loss: 3.834806053638458
total loss: 4.176927211284638 | trans loss: 3.8249034786224367
total loss: 4.157490270137787 | trans loss: 3.8246311497688295
total loss: 4.1717270922660825 | trans loss: 3.8007532715797425
total loss: 4.179205598831177 | trans loss: 3.8099888300895692
total loss: 4.180557293891907 | trans loss: 3.827942945957184
total loss: 4.147415647506714 | trans loss: 3.8122717475891115
total loss: 4.165555930137634 | trans loss: 3.82082617521286
total loss: 4.156514964103699 | trans loss: 3.8207315158843995
total loss: 4.172767226696014 | trans loss: 3.816148397922516
total loss: 4.17488144159317 | trans loss: 3.8261889600753785
total loss: 4.121591334342956 | trans loss: 3.8035522890090943
total loss: 4.191395032405853 | trans loss: 3.826331069469452
{'collision_loss': np.float64(0.0),
 'grip_loss': np.float64(3.9493973504129464e-05),
 'lr': np.float64(0.00010188157575570225),
 'rot_loss_x': np.float64(0.001648358593570268),
 'rot_loss_y': np.float64(0.0024236371474400512),
 'rot_loss_z': np.float64(0.3680670276552673),
 'total_loss': np.float64(4.206465352572957),
 'trans_loss': np.float64(3.834286858751381)}
Rank [0], Epoch [8]: Training on train dataset
 19%|█▉        | 3199/16666 [59:34<4:06:35,  1.10s/it]
total loss: 4.186466770172119 | trans loss: 3.8172287774086
total loss: 4.257977449893952 | trans loss: 3.850096294879913
total loss: 4.191484568119049 | trans loss: 3.8455773782730103
total loss: 4.142236530780792 | trans loss: 3.811953580379486
total loss: 4.1380045175552365 | trans loss: 3.8016140818595887
total loss: 4.185250706672669 | trans loss: 3.82503253698349
total loss: 4.112456643581391 | trans loss: 3.800200386047363
total loss: 4.169913370609283 | trans loss: 3.8280289936065675
total loss: 4.161995749473572 | trans loss: 3.8163239550590515
total loss: 4.176719546318054 | trans loss: 3.8210447883605956
total loss: 4.139875426292419 | trans loss: 3.823747572898865
total loss: 4.138294851779937 | trans loss: 3.8061940121650695
total loss: 4.153863253593445 | trans loss: 3.804611873626709
total loss: 4.183295314311981 | trans loss: 3.8173357391357423
total loss: 4.170019197463989 | trans loss: 3.825138804912567
total loss: 4.170072751045227 | trans loss: 3.803843424320221
total loss: 4.178705432415009 | trans loss: 3.832013213634491
total loss: 4.1447131633758545 | trans loss: 3.823434729576111
total loss: 4.178768315315247 | trans loss: 3.814970088005066
total loss: 4.210540294647217 | trans loss: 3.8134922409057617
total loss: 4.176295111179352 | trans loss: 3.8219913482666015
total loss: 4.209133987426758 | trans loss: 3.8336410832405092
total loss: 4.165465388298035 | trans loss: 3.818413321971893
total loss: 4.1996022844314576 | trans loss: 3.8291624450683592
total loss: 4.144911634922027 | trans loss: 3.8119244050979613
total loss: 4.169795093536377 | trans loss: 3.814873478412628
total loss: 4.1403902769088745 | trans loss: 3.799193787574768
total loss: 4.175388398170472 | trans loss: 3.8060723638534544
total loss: 4.157848138809204 | trans loss: 3.8066491174697874
total loss: 4.137584307193756 | trans loss: 3.807703175544739
total loss: 4.173172018527985 | trans loss: 3.8155761480331423
total loss: 4.186824231147766 | trans loss: 3.821389479637146
total loss: 4.166282727718353 | trans loss: 3.8202981829643248
total loss: 4.133243837356567 | trans loss: 3.81818589925766
total loss: 4.200491998195648 | trans loss: 3.827549390792847
total loss: 4.1605497121810915 | trans loss: 3.8150221133232116
total loss: 4.163320803642273 | trans loss: 3.823435502052307
total loss: 4.235859761238098 | trans loss: 3.840203945636749
total loss: 4.170028285980225 | trans loss: 3.811328511238098
total loss: 4.1680241346359255 | trans loss: 3.8255112266540525
total loss: 4.1398710751533505 | trans loss: 3.824610664844513
total loss: 4.135568342208862 | trans loss: 3.7998389196395874
total loss: 4.169994232654571 | trans loss: 3.8080252313613894
total loss: 4.184229071140289 | trans loss: 3.834992141723633
total loss: 4.165941140651703 | trans loss: 3.8175917506217956
total loss: 4.178259899616242 | trans loss: 3.815879712104797
total loss: 4.197599585056305 | trans loss: 3.8218154740333556
total loss: 4.146473999023438 | trans loss: 3.8140331292152405
total loss: 4.191595673561096 | trans loss: 3.8284061765670776
total loss: 4.181148068904877 | trans loss: 3.8168753838539122
total loss: 4.165879099369049 | trans loss: 3.816185429096222
total loss: 4.160299372673035 | trans loss: 3.814162697792053
total loss: 4.179730505943298 | trans loss: 3.814219686985016
total loss: 4.13848628282547 | trans loss: 3.8081141471862794
total loss: 4.178181631565094 | trans loss: 3.8149479985237122
total loss: 4.166782119274139 | trans loss: 3.817759826183319
total loss: 4.105889203548432 | trans loss: 3.8128738451004027
total loss: 4.16231461763382 | trans loss: 3.835880928039551
total loss: 4.142695579528809 | trans loss: 3.8207280254364013
total loss: 4.137813017368317 | trans loss: 3.812172591686249
total loss: 4.158754711151123 | trans loss: 3.8095176601409912
total loss: 4.148568227291107 | trans loss: 3.813153176307678
total loss: 4.148733863830566 | trans loss: 3.809594779014587
total loss: 4.136021316051483 | trans loss: 3.806308708190918
total loss: 4.175376329421997 | trans loss: 3.8200372409820558
total loss: 4.154813089370728 | trans loss: 3.807727265357971
total loss: 4.1602953433990475 | trans loss: 3.809297821521759
total loss: 4.148540675640106 | trans loss: 3.8032913827896118
total loss: 4.172056138515472 | trans loss: 3.8122667503356933
total loss: 4.166055607795715 | trans loss: 3.8101477432250976
total loss: 4.171483139991761 | trans loss: 3.8034424710273744
total loss: 4.157777888774872 | trans loss: 3.809562346935272
total loss: 4.172416288852691 | trans loss: 3.820495846271515
total loss: 4.136033318042755 | trans loss: 3.804914016723633
total loss: 4.139481525421143 | trans loss: 3.8106120109558104
total loss: 4.1734944701194765 | trans loss: 3.8087778234481813
total loss: 4.140829813480377 | trans loss: 3.805348422527313
total loss: 4.152146663665771 | trans loss: 3.8091693925857544
total loss: 4.14981883764267 | trans loss: 3.8021323704719543
total loss: 4.157053422927857 | trans loss: 3.8059834671020507
total loss: 4.156665947437286 | trans loss: 3.80143120765686
total loss: 4.1504750609397885 | trans loss: 3.807847125530243
total loss: 4.187540376186371 | trans loss: 3.8165464115142824
total loss: 4.175492403507232 | trans loss: 3.821491198539734
total loss: 4.177113764286041 | trans loss: 3.818060619831085
total loss: 4.152689802646637 | trans loss: 3.800337884426117
total loss: 4.155894041061401 | trans loss: 3.814967727661133
total loss: 4.164004685878754 | trans loss: 3.808506474494934
total loss: 4.146338453292847 | trans loss: 3.8057259368896483
total loss: 4.1327835154533386 | trans loss: 3.809679844379425
total loss: 4.142844674587249 | trans loss: 3.8093400764465333
total loss: 4.14550951719284 | trans loss: 3.812557108402252
total loss: 4.123152966499329 | trans loss: 3.807297010421753
total loss: 4.11372097492218 | trans loss: 3.821502296924591
total loss: 4.143512415885925 | trans loss: 3.810585567951202
total loss: 4.151905064582825 | trans loss: 3.809624192714691
total loss: 4.1533047580719 | trans loss: 3.8133242440223696
total loss: 4.15905930519104 | trans loss: 3.80587420463562
total loss: 4.155384430885315 | trans loss: 3.826626191139221
total loss: 4.107676088809967 | trans loss: 3.793214912414551
total loss: 4.192711350917816 | trans loss: 3.822716760635376
total loss: 4.163715431690216 | trans loss: 3.8307400131225586
total loss: 4.177950811386109 | trans loss: 3.816646568775177
total loss: 4.135918571949005 | trans loss: 3.810315933227539
total loss: 4.157033033370972 | trans loss: 3.813841259479523
total loss: 4.108902065753937 | trans loss: 3.7935234260559083
total loss: 4.14995707988739 | trans loss: 3.812739143371582
total loss: 4.1461220908164975 | trans loss: 3.8124266505241393
total loss: 4.120617272853852 | trans loss: 3.801924641132355
total loss: 4.174286584854126 | trans loss: 3.831627354621887
total loss: 4.149318687915802 | trans loss: 3.821099874973297
total loss: 4.146911177635193 | trans loss: 3.810522608757019
total loss: 4.176838462352753 | trans loss: 3.824831123352051
total loss: 4.198304221630097 | trans loss: 3.8272229266166686
total loss: 4.149350211620331 | trans loss: 3.8034533762931826
total loss: 4.149862174987793 | trans loss: 3.8103819584846494
total loss: 4.141907477378846 | trans loss: 3.800773284435272
total loss: 4.125327501296997 | trans loss: 3.8081438541412354
total loss: 4.157459945678711 | trans loss: 3.8041237115859987
total loss: 4.152416961193085 | trans loss: 3.8067437911033633
total loss: 4.148877794742584 | trans loss: 3.8050773906707764
total loss: 4.108936941623687 | trans loss: 3.7935878682136535
total loss: 4.159976205825806 | trans loss: 3.8067474818229674
total loss: 4.178617970943451 | trans loss: 3.823530659675598
total loss: 4.173691825866699 | trans loss: 3.810145559310913
total loss: 4.1608547329902645 | trans loss: 3.813145384788513
total loss: 4.174560515880585 | trans loss: 3.8209899163246153
total loss: 4.177457022666931 | trans loss: 3.8253394961357117
total loss: 4.152218446731568 | trans loss: 3.8188153433799745
total loss: 4.143799591064453 | trans loss: 3.794777524471283
total loss: 4.161853408813476 | trans loss: 3.8115134716033934
total loss: 4.163802404403686 | trans loss: 3.8156824469566346
total loss: 4.13511736869812 | trans loss: 3.8090350151062013
total loss: 4.140396621227264 | trans loss: 3.809470636844635
total loss: 4.133540437221527 | trans loss: 3.8101781845092773
total loss: 4.152275292873383 | trans loss: 3.818538312911987
total loss: 4.137161204814911 | trans loss: 3.797559881210327
total loss: 4.118121154308319 | trans loss: 3.7918050956726073
total loss: 4.141012241840363 | trans loss: 3.8047919511795043
total loss: 4.13714097738266 | trans loss: 3.7961546850204466
total loss: 4.152958631515503 | trans loss: 3.806862678527832
total loss: 4.137432281970978 | trans loss: 3.8044364213943482
total loss: 4.1540132331848145 | trans loss: 3.8084153389930724
total loss: 4.114161765575409 | trans loss: 3.7921490836143494
total loss: 4.117413601875305 | trans loss: 3.809186623096466
total loss: 4.1339687991142275 | trans loss: 3.8135885047912597
total loss: 4.13188734292984 | trans loss: 3.7872380900382994
total loss: 4.130674233436585 | trans loss: 3.822085304260254
total loss: 4.132607297897339 | trans loss: 3.8010247135162354
total loss: 4.145280039310455 | trans loss: 3.800328390598297
total loss: 4.153882551193237 | trans loss: 3.8175649142265318
total loss: 4.118899486064911 | trans loss: 3.800414469242096
total loss: 4.159089276790619 | trans loss: 3.8113212537765504
total loss: 4.137225182056427 | trans loss: 3.8160612297058107
total loss: 4.10463620185852 | trans loss: 3.7971559977531433
total loss: 4.1376327657699585 | trans loss: 3.7937458181381225
total loss: 4.1529544997215275 | trans loss: 3.8033800435066225
total loss: 4.155969173908233 | trans loss: 3.7885023045539854
total loss: 4.129140377044678 | trans loss: 3.800035500526428
total loss: 4.163444924354553 | trans loss: 3.8109275674819947
total loss: 4.152682337760925 | trans loss: 3.807042608261108
total loss: 4.129511523246765 | trans loss: 3.8079234981536865
total loss: 4.149606893062591 | trans loss: 3.8086981773376465
total loss: 4.152900264263153 | trans loss: 3.8072200274467467
total loss: 4.131674156188965 | trans loss: 3.8024537682533266
total loss: 4.122885522842407 | trans loss: 3.8034228587150576
{'collision_loss': np.float64(0.0),
 'grip_loss': np.float64(1.646465473350498e-08),
 'lr': np.float64(4.4705165788377885e-05),
 'rot_loss_x': np.float64(0.001223267323432623),
 'rot_loss_y': np.float64(0.0020212469426713103),
 'rot_loss_z': np.float64(0.34013771516742913),
 'total_loss': np.float64(4.15580544001942),
 'trans_loss': np.float64(3.8124232222506595)}
Rank [0], Epoch [9]: Training on train dataset
 19%|█▉        | 3199/16666 [59:31<4:11:55,  1.12s/it]
total loss: 4.137281143665314 | trans loss: 3.798629412651062
total loss: 4.127594263553619 | trans loss: 3.801398606300354
total loss: 4.124739396572113 | trans loss: 3.7863433861732485
total loss: 4.102800788879395 | trans loss: 3.7965902376174925
total loss: 4.130854363441467 | trans loss: 3.815300612449646
total loss: 4.1228192210197445 | trans loss: 3.8066182851791384
total loss: 4.129653861522675 | trans loss: 3.812239398956299
total loss: 4.1142069792747495 | trans loss: 3.8008237528800963
total loss: 4.140310904979706 | trans loss: 3.7852446460723876
total loss: 4.1091612577438354 | trans loss: 3.802837703227997
total loss: 4.08106467962265 | trans loss: 3.7801936888694763
total loss: 4.155218918323516 | trans loss: 3.817239234447479
total loss: 4.125748724937439 | trans loss: 3.7860596275329588
total loss: 4.15403790473938 | trans loss: 3.8137806725502013
total loss: 4.1388671016693115 | trans loss: 3.8059139370918276
total loss: 4.1203386926651 | trans loss: 3.7889335799217223
total loss: 4.145747969150543 | trans loss: 3.812481253147125
total loss: 4.124351372718811 | trans loss: 3.803766646385193
total loss: 4.134101691246033 | trans loss: 3.815161290168762
total loss: 4.143409826755524 | trans loss: 3.8104017853736876
total loss: 4.091138625144959 | trans loss: 3.793256597518921
total loss: 4.117715404033661 | trans loss: 3.7989423656463623
total loss: 4.09073135137558 | trans loss: 3.8060615468025207
total loss: 4.127162806987762 | trans loss: 3.8114362597465514
total loss: 4.1218328332901 | trans loss: 3.785889115333557
total loss: 4.094321246147156 | trans loss: 3.811175994873047
total loss: 4.1625461006164555 | trans loss: 3.8296613788604734
total loss: 4.142035508155823 | trans loss: 3.7997945070266725
total loss: 4.09842280626297 | trans loss: 3.8007800602912902
total loss: 4.1439338660240175 | trans loss: 3.8157722878456117
total loss: 4.164597945213318 | trans loss: 3.8250448298454285
total loss: 4.169513130187989 | trans loss: 3.8086712884902956
total loss: 4.124265875816345 | trans loss: 3.7946222114562986
total loss: 4.118075640201568 | trans loss: 3.804391827583313
total loss: 4.130516819953918 | trans loss: 3.7988322043418883
total loss: 4.118100996017456 | trans loss: 3.8008083391189573
total loss: 4.11293336391449 | trans loss: 3.8052262711524962
total loss: 4.183840689659118 | trans loss: 3.8007433652877807
total loss: 4.1169002461433415 | trans loss: 3.7877270364761353
total loss: 4.128027701377869 | trans loss: 3.800810306072235
total loss: 4.169295220375061 | trans loss: 3.8002248072624205
total loss: 4.118258585929871 | trans loss: 3.7863987851142884
total loss: 4.101713438034057 | trans loss: 3.7962971091270448
total loss: 4.147665796279907 | trans loss: 3.8199895811080933
total loss: 4.112434718608856 | trans loss: 3.8040553975105285
total loss: 4.150960121154785 | trans loss: 3.7949598622322083
total loss: 4.114323952198029 | trans loss: 3.7958361530303955
total loss: 4.139701509475708 | trans loss: 3.813353135585785
total loss: 4.145775690078735 | trans loss: 3.7998087096214292
total loss: 4.142930190563202 | trans loss: 3.805263559818268
total loss: 4.119610049724579 | trans loss: 3.801158924102783
total loss: 4.138085136413574 | trans loss: 3.804277379512787
total loss: 4.144648625850677 | trans loss: 3.791630992889404
total loss: 4.1028913354873655 | trans loss: 3.7983417773246764
total loss: 4.12440203666687 | trans loss: 3.8005650091171264
total loss: 4.125649554729462 | trans loss: 3.8069557189941405
total loss: 4.117814028263092 | trans loss: 3.7942311859130857
total loss: 4.162447578907013 | trans loss: 3.8061494755744936
total loss: 4.14490403175354 | trans loss: 3.8062979674339292
total loss: 4.146518828868866 | trans loss: 3.812388310432434
total loss: 4.086563417911529 | trans loss: 3.8060583233833314
total loss: 4.108732604980469 | trans loss: 3.7980498766899107
total loss: 4.1154474663734435 | trans loss: 3.788681991100311
total loss: 4.113403446674347 | trans loss: 3.801331832408905
total loss: 4.100542290210724 | trans loss: 3.802838988304138
total loss: 4.10400687456131 | trans loss: 3.8017267966270447
total loss: 4.122260406017303 | trans loss: 3.813122546672821
total loss: 4.121801948547363 | trans loss: 3.790177810192108
total loss: 4.128017365932465 | trans loss: 3.798566098213196
total loss: 4.124763391017914 | trans loss: 3.795300385951996
total loss: 4.145479378700256 | trans loss: 3.800715320110321
total loss: 4.1187258195877074 | trans loss: 3.799149172306061
total loss: 4.147198984622955 | trans loss: 3.7954979872703554
total loss: 4.159900419712066 | trans loss: 3.811776535511017
total loss: 4.115134906768799 | trans loss: 3.808942232131958
total loss: 4.127082240581513 | trans loss: 3.7963408041000366
total loss: 4.110656459331512 | trans loss: 3.7928228974342346
total loss: 4.160895042419433 | trans loss: 3.801385550498962
total loss: 4.133477401733399 | trans loss: 3.8015749788284303
total loss: 4.142372498512268 | trans loss: 3.809908275604248
total loss: 4.12033664226532 | trans loss: 3.7949145936965945
total loss: 4.149232516288757 | trans loss: 3.814889712333679
total loss: 4.117081670761109 | trans loss: 3.8034043860435487
total loss: 4.137759065628051 | trans loss: 3.815611741542816
total loss: 4.1074821615219115 | trans loss: 3.791640696525574
total loss: 4.157110350131989 | trans loss: 3.809666473865509
total loss: 4.121145622730255 | trans loss: 3.7965887570381165
total loss: 4.103583617210388 | trans loss: 3.794258484840393
total loss: 4.122825977802276 | trans loss: 3.7987277936935424
total loss: 4.172584271430969 | trans loss: 3.8216449189186097
total loss: 4.109709031581879 | trans loss: 3.7921187686920166
total loss: 4.106736381053924 | trans loss: 3.7961314606666563
total loss: 4.123634648323059 | trans loss: 3.7970530438423156
total loss: 4.116198296546936 | trans loss: 3.7897934675216676
total loss: 4.117036542892456 | trans loss: 3.7990099811553955
total loss: 4.136158711910248 | trans loss: 3.8118913888931276
total loss: 4.152287702560425 | trans loss: 3.7969698119163513
total loss: 4.112048707008362 | trans loss: 3.807851052284241
total loss: 4.088717713356018 | trans loss: 3.7906299209594727
total loss: 4.109053602218628 | trans loss: 3.792689390182495
total loss: 4.074694490432739 | trans loss: 3.7895125484466554
total loss: 4.163379995822907 | trans loss: 3.7916850018501282
total loss: 4.135965752601623 | trans loss: 3.815234317779541
total loss: 4.171240651607514 | trans loss: 3.8141871666908265
total loss: 4.124969463348389 | trans loss: 3.797664391994476
total loss: 4.0806289744377136 | trans loss: 3.791404812335968
total loss: 4.140597612857818 | trans loss: 3.809850161075592
total loss: 4.132628703117371 | trans loss: 3.7973662877082823
total loss: 4.1268147230148315 | trans loss: 3.7822462630271914
total loss: 4.118416092395782 | trans loss: 3.792151565551758
total loss: 4.173193583488464 | trans loss: 3.8031577014923097
total loss: 4.0909286236763 | trans loss: 3.7894353103637695
total loss: 4.155292458534241 | trans loss: 3.821193871498108
total loss: 4.124642233848572 | trans loss: 3.8024650406837464
total loss: 4.102076287269592 | trans loss: 3.8066290068626403
total loss: 4.133818194866181 | trans loss: 3.8038091611862184
total loss: 4.119406294822693 | trans loss: 3.797807002067566
total loss: 4.100544242858887 | trans loss: 3.7931893253326416
total loss: 4.1603854513168335 | trans loss: 3.8126400446891786
total loss: 4.137423615455628 | trans loss: 3.8043877553939818
total loss: 4.126985623836517 | trans loss: 3.804292755126953
total loss: 4.104641494750976 | trans loss: 3.8016040229797365
total loss: 4.140209896564484 | trans loss: 3.8098655772209167
total loss: 4.098196609020233 | trans loss: 3.8059766840934754
total loss: 4.115026876926422 | trans loss: 3.792186825275421
total loss: 4.119247078895569 | trans loss: 3.807280249595642
total loss: 4.134561579227448 | trans loss: 3.807661955356598
total loss: 4.137801821231842 | trans loss: 3.791385591030121
total loss: 4.110238366127014 | trans loss: 3.8037289071083067
total loss: 4.132877070903778 | trans loss: 3.7999347162246706
total loss: 4.133491559028625 | trans loss: 3.806712529659271
total loss: 4.123139414787293 | trans loss: 3.813374276161194
total loss: 4.109261856079102 | trans loss: 3.8008655190467833
total loss: 4.138347747325898 | trans loss: 3.7987181639671324
total loss: 4.136948189735413 | trans loss: 3.8023761749267577
total loss: 4.087527325153351 | trans loss: 3.794168291091919
total loss: 4.126999108791352 | trans loss: 3.799537408351898
total loss: 4.154427902698517 | trans loss: 3.805794370174408
total loss: 4.095447604656219 | trans loss: 3.815503542423248
total loss: 4.1315750932693485 | trans loss: 3.7901739430427552
total loss: 4.10920063495636 | trans loss: 3.80236310005188
total loss: 4.1265597867965695 | trans loss: 3.79127272605896
total loss: 4.089445161819458 | trans loss: 3.798305571079254
total loss: 4.12649560213089 | trans loss: 3.8086743330955506
total loss: 4.115496902465821 | trans loss: 3.7957931327819825
total loss: 4.123774116039276 | trans loss: 3.7920839977264404
total loss: 4.1243286085128785 | trans loss: 3.792526993751526
total loss: 4.153389489650726 | trans loss: 3.8011575174331664
total loss: 4.13513879776001 | trans loss: 3.7925724506378176
total loss: 4.081048834323883 | trans loss: 3.79543523311615
total loss: 4.136627182960511 | trans loss: 3.804126653671265
total loss: 4.141324768066406 | trans loss: 3.813920440673828
total loss: 4.112372336387634 | trans loss: 3.80989706993103
total loss: 4.106961200237274 | trans loss: 3.793259382247925
total loss: 4.099354376792908 | trans loss: 3.7887438488006593
total loss: 4.148788554668426 | trans loss: 3.78924711227417
total loss: 4.160620250701904 | trans loss: 3.803778359889984
total loss: 4.101522600650787 | trans loss: 3.7987555718421935
total loss: 4.151534812450409 | trans loss: 3.8009975504875184
total loss: 4.101731569766998 | trans loss: 3.7819240617752077
total loss: 4.135784838199616 | trans loss: 3.794815299510956
total loss: 4.144205605983734 | trans loss: 3.8142911767959595
total loss: 4.095837023258209 | trans loss: 3.774998414516449
total loss: 4.1301428627967836 | trans loss: 3.8026529479026796
total loss: 4.161196086406708 | trans loss: 3.8100677824020384
total loss: 4.123018748760224 | trans loss: 3.7985499811172487
{'collision_loss': np.float64(0.0),
 'grip_loss': np.float64(1.4125607582207685e-05),
 'lr': np.float64(1.2812453839595582e-05),
 'rot_loss_x': np.float64(0.0011190154032844754),
 'rot_loss_y': np.float64(0.001930650645798321),
 'rot_loss_z': np.float64(0.3222551973728061),
 'total_loss': np.float64(4.126585548799263),
 'trans_loss': np.float64(3.801266586538782)}
[Finish]
